ImageId,Object,Wkt_Pix,Flooded,length_m,travel_time_s
10500500C4DD7000_0_44_69,Road,LINESTRING EMPTY,Null,Null,Null
10500500C4DD7000_0_37_69,Road,"LINESTRING (1300.0000000000637 125.11088048440429, 1264.8329929537006 119.92324021553506)",False,9.594785852252468,0.7154308229131224
10500500C4DD7000_0_37_69,Road,"LINESTRING (1264.8329929537006 119.92324021553506, 1170.2292368980147 103.03829985213261)",False,26.11318204209286,1.9471174870326937
10500500C4DD7000_0_37_69,Road,"LINESTRING (1170.2292368980147 103.03829985213261, 1153.0236964009407 101.67574928408781)",False,4.608716229547972,0.3436468197885329
10500500C4DD7000_0_37_69,Road,"LINESTRING (1153.0236964009407 101.67574928408781, 1042.6838171267377 67.02421819128786)",False,32.691009032933465,2.437590150988239
10500500C4DD7000_0_37_69,Road,"LINESTRING (1042.6838171267377 67.02421819128786, 952.3814461952611 30.52923632839337)",False,28.414384442569975,2.1187055925323595
10500500C4DD7000_0_37_69,Road,"LINESTRING (952.3814461952611 30.52923632839337, 915.1106448473046 0)",False,16.12220311899471,1.202144708825065
10500500C4DD7000_0_37_69,Road,"LINESTRING (902.3143920161916 798.5535727678748, 769.6660867871198 754.2038876358408)",False,39.81018500699912,4.452642381777819
10500500C4DD7000_0_37_69,Road,"LINESTRING (769.6660867871198 754.2038876358408, 692.2678712282707 746.0018675551645)",False,20.857059032197427,2.332795614732175
10500500C4DD7000_0_37_69,Road,"LINESTRING (692.2678712282707 746.0018675551645, 574.7412056284755 750.5704194575519)",False,31.300744818166898,3.5008886026045656
10500500C4DD7000_0_37_69,Road,"LINESTRING (574.7412056284755 750.5704194575519, 541.0514749347919 748.2727851673069)",False,9.006953525590443,1.0073990611120307
10500500C4DD7000_0_37_69,Road,"LINESTRING (541.0514749347919 748.2727851673069, 497.34299006986373 753.2955205917432)",False,11.806210579359002,1.3204870458302391
10500500C4DD7000_0_37_69,Road,"LINESTRING (497.34299006986373 753.2955205917432, 433.57028018434386 763.3142747625132)",False,17.459355973385907,1.9527733506381877
10500500C4DD7000_0_37_69,Road,"LINESTRING (433.57028018434386 763.3142747625132, 389.8617953191784 776.0848467474754)",False,12.77946349185402,1.429342283895627
10500500C4DD7000_0_37_69,Road,"LINESTRING (389.8617953191784 776.0848467474754, 337.55054020559453 780.1992151259157)",False,14.011485151935092,1.56713998209725
10500500C4DD7000_0_37_69,Road,"LINESTRING (337.55054020559453 780.1992151259157, 266.6177606723478 756.0206217259345)",False,21.378381616159356,2.391103885128776
10500500C4DD7000_0_37_69,Road,"LINESTRING (266.6177606723478 756.0206217259345, 240.80944992685545 729.116927191762)",False,13.14148486305674,1.4698332210827598
10500500C4DD7000_0_37_69,Road,"LINESTRING (240.80944992685545 729.116927191762, 256.5722898230007 626.5248844757119)",False,42.94602153895305,3.842700567193365
10500500C4DD7000_0_37_69,Road,"LINESTRING (256.5722898230007 626.5248844757119, 301.7234752888576 563.1529247567477)",False,29.00181227031468,2.5950082561126235
10500500C4DD7000_0_37_69,Road,"LINESTRING (301.7234752888576 563.1529247567477, 376.23628964608645 493.8231458911468)",False,35.023068203854805,3.133774892971976
10500500C4DD7000_0_37_69,Road,"LINESTRING (376.23628964608645 493.8231458911468, 481.58015017348123 396.2538386014313)",False,49.36096236378316,4.41669312489112
10500500C4DD7000_0_37_69,Road,"LINESTRING (481.58015017348123 396.2538386014313, 556.8143148311744 362.96485807477785)",False,24.337478430276686,2.177655550311085
10500500C4DD7000_0_37_69,Road,"LINESTRING (556.8143148311744 362.96485807477785, 629.911145265577 341.9922660091393)",False,21.30523464167508,1.9063381032279063
10500500C4DD7000_0_37_69,Road,"LINESTRING (629.911145265577 341.9922660091393, 697.2906066529442 336.51534706265426)",False,18.0560638471413,1.6156105804528722
10500500C4DD7000_0_37_69,Road,"LINESTRING (697.2906066529442 336.51534706265426, 758.1779153370811 337.4237141067519)",False,16.189940582596826,1.4486346262166092
10500500C4DD7000_0_37_69,Road,"LINESTRING (758.1779153370811 337.4237141067519, 879.2846157608584 336.51534706265426)",False,32.195713051843214,2.880790358969507
10500500C4DD7000_0_37_69,Road,"LINESTRING (879.2846157608584 336.51534706265426, 912.2529961543149 331.0384281142708)",False,9.0560674102378,0.8103138341300823
10500500C4DD7000_0_37_69,Road,"LINESTRING (912.2529961543149 331.0384281142708, 946.6640771482257 317.8136726091582)",False,10.678517038528666,0.9554864923522428
10500500C4DD7000_0_37_69,Road,"LINESTRING (946.6640771482257 317.8136726091582, 1007.5781025102278 279.04777313412126)",False,22.86994023677171,2.0463439725099954
10500500C4DD7000_0_37_69,Road,"LINESTRING (1007.5781025102278 279.04777313412126, 1038.3824320025285 235.28585491464895)",False,19.98626755691317,1.7883202896307417
10500500C4DD7000_0_37_69,Road,"LINESTRING (1038.3824320025285 235.28585491464895, 1027.6423275308196 216.5841804611529)",False,8.29796789965481,0.7424810218016114
10500500C4DD7000_0_37_69,Road,"LINESTRING (1027.6423275308196 216.5841804611529, 976.7470563400619 186.95538479089086)",False,18.314141093298854,1.638702674776204
10500500C4DD7000_0_37_69,Road,"LINESTRING (976.7470563400619 186.95538479089086, 933.0385714751337 166.89115977124834)",False,14.313245936601046,1.2807127717073232
